uri,notation,label,description,reviewStatus,definitionStatus,sourceStatus,legacyDomains,legacyMappings,legacyLabels,notes
http://codes.wmo.int/wmdr/ObservingMethod/satelliteNavigationReflectometry,satelliteNavigationReflectometry,Satellite-navigation reflectometry,Determination of surface or near-surface properties from reflected signals transmitted by navigation satellites.,discussion needed,drafted,missing-candidate,,,,"Modern remote-sensing method applicable across ocean, cryosphere, land and atmosphere."
http://codes.wmo.int/wmdr/ObservingMethod/satelliteRadioOccultation,satelliteRadioOccultation,Satellite radio occultation,Determination of atmospheric or ionospheric properties from changes in a radio signal as the propagation path passes through the limb of a planetary atmosphere.,discussion needed,drafted,missing-candidate,,,,Important profiling method not explicit in the current observing-method tables.
http://codes.wmo.int/wmdr/ObservingMethod/scanningMobilityParticleSizing,scanningMobilityParticleSizing,Scanning-mobility particle sizing,,discussion needed,needed,legacy-derived,Atmosphere,Atmosphere:241,Scanning mobility particle sizer (SMPS),
http://codes.wmo.int/wmdr/ObservingMethod/scatterometry,scatterometry,Scatterometry,Visual range is calculated by measuring the return of light beam scattered by diffusion in air.,discussion needed,inherited,legacy-derived,Atmosphere,Atmosphere:190,Scatterometer,
http://codes.wmo.int/wmdr/ObservingMethod/scintillationCounting,scintillationCounting,Scintillation counting,Determination of ionizing-radiation events from light pulses produced in a scintillating material.,discussion needed,drafted,legacy-derived,Atmosphere,Atmosphere:62,Adsorption - scintillation counting,
http://codes.wmo.int/wmdr/ObservingMethod/separationAndManometricDetermination,separationAndManometricDetermination,Separation and manometric determination,,discussion needed,needed,legacy-derived,Atmosphere,Atmosphere:191,Separation + manometric determination,
http://codes.wmo.int/wmdr/ObservingMethod/soundDetectionAndRangingProfiling,soundDetectionAndRangingProfiling,Sound detection and ranging profiling,Profiling by transmission and reception of acoustic signals in the atmosphere.,discussion needed,drafted,legacy-derived,Atmosphere,Atmosphere:196,Sound detection and ranging (Sodar) profiler,
http://codes.wmo.int/wmdr/ObservingMethod/sunPhotometry,sunPhotometry,Sun photometry,"Photometric measurement of direct solar radiation, typically in selected spectral bands.",discussion needed,drafted,legacy-derived,Atmosphere,Atmosphere:151; Atmosphere:152; Atmosphere:153; Atmosphere:244,Microtops; Sun-tracking photometry,Consolidates 4 legacy entries.
http://codes.wmo.int/wmdr/ObservingMethod/surfaceChamberFluxMeasurement,surfaceChamberFluxMeasurement,Surface-chamber flux measurement,"Determination of a surface-atmosphere flux from accumulation, depletion or flow through a chamber enclosing a defined surface area.",discussion needed,drafted,legacy-derived,Atmosphere,Atmosphere:199,Surface chamber,
http://codes.wmo.int/wmdr/ObservingMethod/tensiometricSoilWaterPotentialMeasurement,tensiometricSoilWaterPotentialMeasurement,Tensiometric soil-water-potential measurement,"Measurement of soil capillary tension by means of a porous cup, inserted in the soil, connected to a manometer by a water-filled tube. [Based on 'tensiometer' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.]",discussion needed,inherited,legacy-derived,Terrestrial,Terrestrial:200,Tensiometer,
http://codes.wmo.int/wmdr/ObservingMethod/thermalDiffusionCloudActivation,thermalDiffusionCloudActivation,Thermal-diffusion cloud activation measurement,,discussion needed,needed,legacy-derived,Atmosphere,Atmosphere:242,Twomey static thermal diffusion chamber,
http://codes.wmo.int/wmdr/ObservingMethod/thermoelectricMeasurement,thermoelectricMeasurement,Thermoelectric measurement,,discussion needed,needed,legacy-derived,Atmosphere,Atmosphere:201,"Thermocouple, thermopile",
http://codes.wmo.int/wmdr/ObservingMethod/thermoelectricThermometry,thermoelectricThermometry,Thermoelectric thermometry,Determination of temperature from thermoelectric voltage generated by a junction or junction pair.,discussion needed,drafted,missing-candidate,,,,Provides a method-level concept for thermocouple temperature observations.
http://codes.wmo.int/wmdr/ObservingMethod/thermometry,thermometry,Thermometry,Measurement of temperature without specifying a narrower sensing principle.,discussion needed,drafted,legacy-derived,Terrestrial,Terrestrial:194,Soil thermometer,
http://codes.wmo.int/wmdr/ObservingMethod/thermoOpticalAnalysis,thermoOpticalAnalysis,Thermo-optical analysis,Thermal analysis combined with optical monitoring to separate or quantify sample components.,discussion needed,drafted,legacy-derived,Atmosphere,Atmosphere:225,Thermo-optical analyzer (Sunset Labs),
http://codes.wmo.int/wmdr/ObservingMethod/TILDAS,TILDAS,Tunable infrared laser differential-absorption spectroscopy (TILDAS),Tunable Infrared Laser Differential Absorption Spectroscopy (TILDAS).,discussion needed,inherited,legacy-derived,Atmosphere,Atmosphere:347,Tunable Infrared Laser Differential Absorption Spectroscopy (TILDAS),
http://codes.wmo.int/wmdr/ObservingMethod/tippingBucketPrecipitationMeasurement,tippingBucketPrecipitationMeasurement,Tipping-bucket precipitation measurement,,discussion needed,needed,legacy-derived,Atmosphere,Atmosphere:204,Tipping bucket rain gauge (totalizer),
http://codes.wmo.int/wmdr/ObservingMethod/visualWindEstimation,visualWindEstimation,Visual wind estimation,,discussion needed,needed,legacy-derived,Atmosphere,Atmosphere:214,Wind sock (textile tube),
http://codes.wmo.int/wmdr/ObservingMethod/volumetricMeasurement,volumetricMeasurement,Volumetric measurement,"A process for measuring the discharge of a well, spring, or stream by diverting its flow into a volumetric container and timing the fill.",discussion needed,inherited,legacy-derived,Atmosphere; Terrestrial,Atmosphere:211; Terrestrial:375,Volumetric measurement; Volumetric method,Consolidates 2 legacy entries.
http://codes.wmo.int/wmdr/ObservingMethod/weirDischargeMeasurement,weirDischargeMeasurement,Weir discharge measurement,Determination of discharge from the hydraulic relation between head and flow at a calibrated weir.,discussion needed,drafted,legacy-derived,Terrestrial,Terrestrial:361,Measuring weir,
http://codes.wmo.int/wmdr/ObservingMethod/wetChemicalMethods,wetChemicalMethods,Wet-chemical methods,,discussion needed,needed,legacy-derived,Atmosphere,Atmosphere:213,Wet Chemical Methods [general],
http://codes.wmo.int/wmdr/ObservingMethod/windVaneDirectionMeasurement,windVaneDirectionMeasurement,Wind-vane direction measurement,,discussion needed,needed,legacy-derived,Atmosphere,Atmosphere:63; Atmosphere:215,Aerovane (wind vane with propeller); Wind vane (solid blade),"Consolidates 2 legacy entries. Legacy dispositions: rename, split."
http://codes.wmo.int/wmdr/ObservingMethod/wireWeightWaterLevelMeasurement,wireWeightWaterLevelMeasurement,Wire-weight water-level measurement,Determination of water stage by means of a fine cable or wire attached to a weight which is lowered to the water surface in order to determine its position below a fixed above-surface point. [Based on 'wire weight gauge' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.],discussion needed,inherited,legacy-derived,Terrestrial,Terrestrial:351,Wire-weight gauge,
http://codes.wmo.int/wmdr/ObservingMethod/xRayAttenuationMeasurement,xRayAttenuationMeasurement,X-ray attenuation measurement,Determination of a property from attenuation of X-radiation through a medium.,discussion needed,drafted,legacy-derived,Terrestrial,Terrestrial:370,Optical or nuclear suspended-sediment gauge,
http://codes.wmo.int/wmdr/ObservingMethod/acousticDopplerVelocimetry,acousticDopplerVelocimetry,Acoustic-Doppler velocimetry,Determination of fluid velocity from the Doppler shift of acoustic signals scattered by material moving with the fluid.,non-controversial,drafted,legacy-derived,Terrestrial,Terrestrial:369; Terrestrial:378,Acoustic doppler current meter; Acoustic doppler velocity meter (ADVM),Consolidates 2 legacy entries.
http://codes.wmo.int/wmdr/ObservingMethod/alphaCounting,alphaCounting,Alpha counting,Counting of alpha-particle events.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:64; Atmosphere:115; Atmosphere:346,Alpha counting; Filter sampling + alpha counting; Electrostatic collection + alpha counting,"Consolidates 3 legacy entries. Legacy dispositions: rename, split."
http://codes.wmo.int/wmdr/ObservingMethod/aneroidPressureMeasurement,aneroidPressureMeasurement,Aneroid pressure measurement,Determination of pressure from elastic deformation of an evacuated or partially evacuated capsule.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:66,Aneroid barometer (evacuated capsule),
http://codes.wmo.int/wmdr/ObservingMethod/atomicAbsorptionSpectrophotometry,atomicAbsorptionSpectrophotometry,Atomic absorption spectrophotometry,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:70,Atomic absorption spectrophotometry (AAS),
http://codes.wmo.int/wmdr/ObservingMethod/atomicEmissionSpectrophotometry,atomicEmissionSpectrophotometry,Atomic emission spectrophotometry,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:71,Atomic emission spectrophotometry (AES),
http://codes.wmo.int/wmdr/ObservingMethod/backscatterLidar,backscatterLidar,Backscatter lidar,Lidar measurement based on detection of radiation backscattered from the atmosphere or another medium.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:341,Backscatter lidar,
http://codes.wmo.int/wmdr/ObservingMethod/bedMaterialDischargeRatingRelation,bedMaterialDischargeRatingRelation,Bed-material-discharge rating relation,"An empirical relationship relating bed-material discharge and streamflow based on correlation analysis of sediment samples and concurrent flow estimates and presented as a curve, table, or equation. [Based on 'sediment rating curve' in Guide to Hydrological Practices (WMO-No. 168), Volume I. 2008 edition, updated in 2020.]",non-controversial,inherited,legacy-derived,Terrestrial,Terrestrial:374,Water discharge-bed material rating curve,
http://codes.wmo.int/wmdr/ObservingMethod/betaAttenuation,betaAttenuation,Beta attenuation,Determination of collected particulate mass from attenuation of beta radiation.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:219,"Filter + beta attenuation (betameter, beta gauge)",
http://codes.wmo.int/wmdr/ObservingMethod/betaCounting,betaCounting,Beta counting,Counting of beta-particle events.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:75,Beta counting,
http://codes.wmo.int/wmdr/ObservingMethod/bimetallicThermometry,bimetallicThermometry,Bimetallic thermometry,Determination of temperature from differential thermal expansion of bonded metals.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:76,Bimetal thermometer,
http://codes.wmo.int/wmdr/ObservingMethod/boilingPointHypsometry,boilingPointHypsometry,Boiling-point hypsometry,Determination of pressure or elevation from the boiling temperature of a liquid.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:132,Hypsometer (water boiling point),
http://codes.wmo.int/wmdr/ObservingMethod/bowenRatioMethod,bowenRatioMethod,Bowen-ratio method,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:77,Bowen-ratio method,
http://codes.wmo.int/wmdr/ObservingMethod/capacitiveHumidityMeasurement,capacitiveHumidityMeasurement,Capacitive humidity measurement,Determination of humidity from changes in electrical capacitance of a humidity-sensitive material.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:250,Thin film capacitance,
http://codes.wmo.int/wmdr/ObservingMethod/capillaryElectrophoresis,capillaryElectrophoresis,Capillary electrophoresis,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:83,Capillary electrophoresis (CE),
http://codes.wmo.int/wmdr/ObservingMethod/cavityEnhancedAbsorptionSpectroscopy,cavityEnhancedAbsorptionSpectroscopy,Cavity-enhanced absorption spectroscopy,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:306,Cavity-enhanced absorption spectroscopy (CEAS),
http://codes.wmo.int/wmdr/ObservingMethod/cavityRingDownSpectroscopy,cavityRingDownSpectroscopy,Cavity ring-down spectroscopy,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:305,Cavity ring-down spectroscopy (CRDS),
http://codes.wmo.int/wmdr/ObservingMethod/chemicalIonizationMassSpectrometryMatrixIsolation,chemicalIonizationMassSpectrometryMatrixIsolation,Chemical-ionization mass spectrometry with matrix isolation,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:312,Chemical ionization MS (CIMS) with matrix isolation,
http://codes.wmo.int/wmdr/ObservingMethod/chilledMirrorHygrometry,chilledMirrorHygrometry,Chilled-mirror hygrometry,Determination of dew- or frost-point temperature by controlling a reflective surface at the onset of condensation or frost.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:251,Chilled mirror,
http://codes.wmo.int/wmdr/ObservingMethod/colorimetricTitration,colorimetricTitration,Colorimetric titration,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:88,Colorimetric titration [general],
http://codes.wmo.int/wmdr/ObservingMethod/colorimetry,colorimetry,Colorimetry,Chemical determination based on measurement of colour or optical absorbance produced by a reaction.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:278,Colorimetry [general],
http://codes.wmo.int/wmdr/ObservingMethod/differentialAbsorptionLidar,differentialAbsorptionLidar,Differential-absorption lidar,"Light detection and ranging (lidar) with differential absorption lidar (DIAL) capability, typically used for trace gas measurements, most notably ozone and water vapor. This technique can be extended to molecules which have suitably defined differential absorption characteristics.",non-controversial,inherited,legacy-derived,Atmosphere,Atmosphere:335,Differential absorption lidar (DIAL),
http://codes.wmo.int/wmdr/ObservingMethod/dilutionGauging,dilutionGauging,Dilution gauging,Determination of discharge from dilution of an introduced tracer.,non-controversial,drafted,legacy-derived,Terrestrial,Terrestrial:359,Dilution gauging,
http://codes.wmo.int/wmdr/ObservingMethod/directSolarRadiometry,directSolarRadiometry,Direct-solar radiometry,Radiometric measurement of direct-beam solar irradiance.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:264,"Pyrheliometer (direct solar, broadband)",
http://codes.wmo.int/wmdr/ObservingMethod/disjunctEddyCovariance,disjunctEddyCovariance,Disjunct eddy covariance,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:103,Disjunct eddy covariance method,
http://codes.wmo.int/wmdr/ObservingMethod/dopplerWindLidar,dopplerWindLidar,Doppler wind lidar,"Light detection and ranging (lidar) with Doppler capability (direct and coherent mode), typically used for measurements of winds.",non-controversial,inherited,legacy-derived,Atmosphere,Atmosphere:142,Doppler wind lidar,
http://codes.wmo.int/wmdr/ObservingMethod/echoSounding,echoSounding,Echo sounding,"Evaluation of the return time of acoustic waves emitted into a medium to determine the distance between source and target. This method is used in hydrology, for example, to determine the depth of a water body. [Based on 'echo sounder' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.]",non-controversial,inherited,legacy-derived,Terrestrial,Terrestrial:345,Echo sounding,
http://codes.wmo.int/wmdr/ObservingMethod/eddyAccumulation,eddyAccumulation,Eddy accumulation,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:108,Eddy accumulation method,
http://codes.wmo.int/wmdr/ObservingMethod/eddyCovariance,eddyCovariance,Eddy covariance,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:109,Eddy covariance method,
http://codes.wmo.int/wmdr/ObservingMethod/electricalConductivityMeasurement,electricalConductivityMeasurement,Electrical conductivity measurement,Determination of the electrical conductivity of a medium from its electrical response.,non-controversial,drafted,legacy-derived,Atmosphere; Ocean,Atmosphere:94; Atmosphere:110; Ocean:404,Conductometry; Electric conductivity (EC meter); Electrical conductivity,Consolidates 3 legacy entries.
http://codes.wmo.int/wmdr/ObservingMethod/electricalMobilityAnalysis,electricalMobilityAnalysis,Electrical-mobility analysis,Determination or classification of charged-particle size from electrical mobility.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:236,Electric mobility [general],
http://codes.wmo.int/wmdr/ObservingMethod/electricalResistivityMeasurement,electricalResistivityMeasurement,Electrical resistivity measurement,Determination of electrical resistivity of a medium.,non-controversial,drafted,legacy-derived,Ocean,Ocean:403,Electrical resistivity,
http://codes.wmo.int/wmdr/ObservingMethod/electromagneticVelocimetry,electromagneticVelocimetry,Electromagnetic velocimetry,Determination of conductive-fluid velocity from an electromotive response generated by motion through a magnetic field.,non-controversial,drafted,legacy-derived,Terrestrial,Terrestrial:376,Electromagnetic current meter,
http://codes.wmo.int/wmdr/ObservingMethod/filterSunPhotometry,filterSunPhotometry,Filter sun photometry,Sun photometry in discrete spectral bands selected by optical filters.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:197,Sunphotometry-Filter Radiometry,
http://codes.wmo.int/wmdr/ObservingMethod/flameIonizationDetection,flameIonizationDetection,Flame-ionization detection,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:119,Flame-ionization detector (FID),
http://codes.wmo.int/wmdr/ObservingMethod/floatGauging,floatGauging,Float gauging,Determination of stream velocity from the transit time of a float or velocity rod.,non-controversial,drafted,legacy-derived,Terrestrial,Terrestrial:358,Float gauging,
http://codes.wmo.int/wmdr/ObservingMethod/floatWaterLevelMeasurement,floatWaterLevelMeasurement,Float water-level measurement,Determination of water level from the position of a float that follows the water surface.,non-controversial,drafted,legacy-derived,Terrestrial,Terrestrial:355,Wire-float recording gauge (hydrograph),
http://codes.wmo.int/wmdr/ObservingMethod/flowInjectionAnalysis,flowInjectionAnalysis,Flow-injection analysis,Chemical analysis in which a sample is injected into a flowing carrier stream and transported to a detector.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:121,Flow injection analyzer (FIA),
http://codes.wmo.int/wmdr/ObservingMethod/fluxVarianceMethod,fluxVarianceMethod,Flux-variance method,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:123,Flux variance method,
http://codes.wmo.int/wmdr/ObservingMethod/frequencyDomainReflectometry,frequencyDomainReflectometry,Frequency-domain reflectometry,Determination of dielectric properties from the response of a medium to radio-frequency excitation in the frequency domain.,non-controversial,drafted,legacy-derived,Terrestrial,Terrestrial:346; Terrestrial:419,Frequency domain reflectometry,Consolidates 2 legacy entries.
http://codes.wmo.int/wmdr/ObservingMethod/gammaRayAttenuation,gammaRayAttenuation,Gamma-ray attenuation,Determination of a property from attenuation of gamma radiation through a medium.,non-controversial,drafted,legacy-derived,Terrestrial,Terrestrial:347; Terrestrial:420,Gamma-ray attenuation,Consolidates 2 legacy entries.
http://codes.wmo.int/wmdr/ObservingMethod/gammaSpectrometry,gammaSpectrometry,Gamma spectrometry,Spectrometric determination of gamma radiation as a function of photon energy.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:116,Filter sampling + gamma spectrometry,
http://codes.wmo.int/wmdr/ObservingMethod/gasChromatography,gasChromatography,Gas chromatography,Chromatographic separation in which the mobile phase is a gas.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:280; Atmosphere:297,Adsorption tube (charcoal) + elution + GC; Gas Chromatography (GC) [general],"Consolidates 2 legacy entries. Legacy dispositions: rename, split."
http://codes.wmo.int/wmdr/ObservingMethod/gasChromatographyColdVapourAtomicFluorescence,gasChromatographyColdVapourAtomicFluorescence,Gas chromatography with cold-vapour atomic fluorescence spectrometry,Gas chromatography and detection by cold vapour atomic fluorescence spectrometry.,non-controversial,inherited,legacy-derived,Atmosphere,Atmosphere:344; Atmosphere:417,GC-CVAFS,Consolidates 2 legacy entries.
http://codes.wmo.int/wmdr/ObservingMethod/gasChromatographyElectronCaptureDetection,gasChromatographyElectronCaptureDetection,Gas chromatography with electron-capture detection,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:298,GC-ECD,
http://codes.wmo.int/wmdr/ObservingMethod/gasChromatographyElectronCaptureFlameIonization,gasChromatographyElectronCaptureFlameIonization,Gas chromatography with electron-capture and flame-ionization detection,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:299,GC-ECD-FID,
http://codes.wmo.int/wmdr/ObservingMethod/gasChromatographyFlameIonizationDetection,gasChromatographyFlameIonizationDetection,Gas chromatography with flame-ionization detection,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:301,GC-FID,
http://codes.wmo.int/wmdr/ObservingMethod/gasChromatographyMassSpectrometry,gasChromatographyMassSpectrometry,Gas chromatography–mass spectrometry,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:303,GC-MS,
http://codes.wmo.int/wmdr/ObservingMethod/gasChromatographyThermalConductivityDetection,gasChromatographyThermalConductivityDetection,Gas chromatography with thermal-conductivity detection,Gas chromatography with detection by changes in thermal conductivity.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:345; Atmosphere:418,GC-TCD,Consolidates 2 legacy entries.
http://codes.wmo.int/wmdr/ObservingMethod/gasFilterCorrelationInfraredAbsorption,gasFilterCorrelationInfraredAbsorption,Gas-filter-correlation infrared absorption,Infrared absorption measurement using gas-filter correlation.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:349,IR-GFC,
http://codes.wmo.int/wmdr/ObservingMethod/globalSolarRadiometry,globalSolarRadiometry,Global-solar radiometry,Radiometric measurement of global short-wave solar irradiance.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:266,"Pyranometer (global solar, broadband)",
http://codes.wmo.int/wmdr/ObservingMethod/granColorimetricTitration,granColorimetricTitration,Gran colorimetric titration,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:87,Colorimetric titration (Gran method),
http://codes.wmo.int/wmdr/ObservingMethod/gravimetricMoistureDetermination,gravimetricMoistureDetermination,Gravimetric moisture determination,Measurement of the amount of water in soil by weighing a sample before and after drying it in an oven at a temperature of 100-110 degrees Celsius. [Based on 'gravimetric method' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.],non-controversial,inherited,legacy-derived,Terrestrial,Terrestrial:126,Gravimetric moisture determination,
http://codes.wmo.int/wmdr/ObservingMethod/gravimetricSedimentMeasurement,gravimetricSedimentMeasurement,Gravimetric sediment measurement,"Estimation of the total sediment in a water sample by allowing the sediment to settle in a container, siphoning off the supernatant water, carefully transferring all the sediment from the container on to filter paper, then drying the sample and determining the mass of total sediment. [Based on 'gravimetric method' in International Glossary of Hydrology (WMO-No. 385). 2012 edition.]",non-controversial,inherited,legacy-derived,Terrestrial,Terrestrial:371,Gravimetric sediment measurement,
http://codes.wmo.int/wmdr/ObservingMethod/gravimetry,gravimetry,Gravimetry,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:127; Atmosphere:285,Gravimetry [general]; Filter sampling + gravimetry,"Consolidates 2 legacy entries. Legacy dispositions: rename, split."
http://codes.wmo.int/wmdr/ObservingMethod/griessColorimetry,griessColorimetry,Griess colorimetry,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:272,Colorimetry (Griess),
http://codes.wmo.int/wmdr/ObservingMethod/hairHygrometry,hairHygrometry,Hair hygrometry,Determination of humidity from dimensional changes of hygroscopic hair or a similar organic element.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:253,Hair hygrometer-hygrograph,
http://codes.wmo.int/wmdr/ObservingMethod/highFrequencyRadarDopplerSpectralAnalysis,highFrequencyRadarDopplerSpectralAnalysis,High-frequency-radar Doppler spectral analysis,Determination of surface-current properties from Doppler spectra of high-frequency radar echoes.,non-controversial,drafted,legacy-derived,Ocean,Ocean:407,HF echo Doppler spectra analysis method (HR radar),
http://codes.wmo.int/wmdr/ObservingMethod/highPerformanceLiquidChromatography,highPerformanceLiquidChromatography,High-performance liquid chromatography,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:129,High Performance Liquid Chromatography (HPLC),
http://codes.wmo.int/wmdr/ObservingMethod/highSpectralResolutionLidar,highSpectralResolutionLidar,High-spectral-resolution lidar,Lidar method that spectrally separates molecular and particulate backscatter to retrieve optical properties.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:342,High spectral resolution (HSR) lidar,
http://codes.wmo.int/wmdr/ObservingMethod/hotWireAnemometry,hotWireAnemometry,Hot-wire anemometry,Determination of fluid velocity from heat transfer from an electrically heated wire or element.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:130,Hot wire anemometer,
http://codes.wmo.int/wmdr/ObservingMethod/hydrostaticPressureWaterLevelMeasurement,hydrostaticPressureWaterLevelMeasurement,Hydrostatic-pressure water-level measurement,Determination of water level from hydrostatic pressure at a known reference elevation.,non-controversial,drafted,legacy-derived,Terrestrial,Terrestrial:356,Pressure-actuated recording gauge,
http://codes.wmo.int/wmdr/ObservingMethod/imageVelocimetry,imageVelocimetry,Image velocimetry,Determination of velocity from the displacement of identifiable image patterns or particles between successive images.,non-controversial,drafted,legacy-derived,Terrestrial,Terrestrial:381,image velocimetry,
http://codes.wmo.int/wmdr/ObservingMethod/indexVelocityDischargeMethod,indexVelocityDischargeMethod,Index-velocity discharge method,"Determination of discharge from an established relation between index velocity, mean velocity, stage and cross-sectional area.",non-controversial,drafted,legacy-derived,Terrestrial,Terrestrial:377,Stream index-velocity rating,
http://codes.wmo.int/wmdr/ObservingMethod/indophenolBerthelotColorimetry,indophenolBerthelotColorimetry,Indophenol (Berthelot) colorimetry,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:273,"Colorimetry (indophenol, Bertholet)",
http://codes.wmo.int/wmdr/ObservingMethod/inductivelyCoupledPlasmaAtomicEmissionSpectrometry,inductivelyCoupledPlasmaAtomicEmissionSpectrometry,Inductively coupled plasma atomic-emission spectrometry,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:133,ICP-AES,
http://codes.wmo.int/wmdr/ObservingMethod/inductivelyCoupledPlasmaMassSpectrometry,inductivelyCoupledPlasmaMassSpectrometry,Inductively coupled plasma mass spectrometry,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:134,ICP-MS,
http://codes.wmo.int/wmdr/ObservingMethod/infraredAbsorptionHygrometry,infraredAbsorptionHygrometry,Infrared-absorption hygrometry,Determination of water-vapour amount from absorption of infrared radiation.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:255,IR absorption hygrometer,
http://codes.wmo.int/wmdr/ObservingMethod/integratedCavityOutputSpectroscopy,integratedCavityOutputSpectroscopy,Integrated-cavity-output spectroscopy,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:307,Integrated cavity output spectroscopy (ICOS),
http://codes.wmo.int/wmdr/ObservingMethod/integratedPathDifferentialAbsorptionLidar,integratedPathDifferentialAbsorptionLidar,Integrated-path differential-absorption lidar,"Light detection and ranging (lidar) with integrated path differential absorption (IPDA) capability, typically used for column measurements of CH4 and CO2.",non-controversial,inherited,legacy-derived,Atmosphere,Atmosphere:320,Integrated path differential absorption (IPDA) lidar,
http://codes.wmo.int/wmdr/ObservingMethod/integratingNephelometry,integratingNephelometry,Integrating nephelometry,Determination of light-scattering properties by collecting scattered light over a broad angular range.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:230,"Nephelometry, integrating",
http://codes.wmo.int/wmdr/ObservingMethod/laserInducedFluorescence,laserInducedFluorescence,Laser-induced fluorescence,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:308,Laser induced fluorescence (LIF),
http://codes.wmo.int/wmdr/ObservingMethod/laserPhotoacousticSpectroscopy,laserPhotoacousticSpectroscopy,Laser photoacoustic spectroscopy,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:309,Laser photoacoustic spectroscopy (LPAS),
http://codes.wmo.int/wmdr/ObservingMethod/laserRanging,laserRanging,Laser ranging,Emission of a modulated beam of light in the visible spectrum to determine the distance to a target by comparing the phase information from the reflected beam.,non-controversial,inherited,legacy-derived,Terrestrial,Terrestrial:344,Laser ranging,
http://codes.wmo.int/wmdr/ObservingMethod/laserSpectroscopy,laserSpectroscopy,Laser spectroscopy,Spectroscopic determination using laser radiation as the optical source.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:310,Laser spectroscopy [general],
http://codes.wmo.int/wmdr/ObservingMethod/lightAbsorptionPhotometry,lightAbsorptionPhotometry,Light-absorption photometry,Photometric determination based on absorption of light by a sample.,non-controversial,drafted,legacy-derived,Atmosphere,Atmosphere:315,Light absorption photometry,
http://codes.wmo.int/wmdr/ObservingMethod/lightScattering,lightScattering,Light scattering,,non-controversial,needed,legacy-derived,Atmosphere,Atmosphere:229,Light scattering,
http://codes.wmo.int/wmdr/ObservingMethod/liquidColumnThermometry,liquidColumnThermometry,Liquid-column thermometry,Determination of temperature from the thermally induced change in the level or volume of a calibrated non-mercury liquid column.,non-controversial,drafted,legacy-derived,Atmosphere; Ocean,Atmosphere:144; Ocean:402,Liquid-in-glass thermometer (mercury-free); Fluid-based thermometry (excluding mercury),Consolidates 2 legacy entries.
